asset_id,asset_type,purchase_date,warranty_expiry,cost,department,status,vendor,owner,criticality,replacement_priority,business_impact_score,asset_age,incident_count,downtime_hours,age_score,incident_score,downtime_score,priority_score,impact_score,risk_score,risk_category,target_high_risk,predicted_risk_probability
459,Network Device,2019-04-28,2022-04-27,6204,Finance,Retired,Sweeney Ltd,Katherine Mclean,High,4,3,6.810958904109589,3.0,5.0,0.8507871321013005,0.375,0.125,0.8,0.3,0.4726574264202601,Medium Risk,0,0.17
460,Desktop,2024-01-09,2027-01-08,817,IT,In Maintenance,"Copeland, Hernandez and Bryant",Richard Pearson,Low,3,5,2.106849315068493,2.0,8.0,0.26317590691307324,0.25,0.2,0.6,0.5,0.33263518138261466,Low Risk,0,0.0
461,Network Device,2023-05-14,2026-05-13,5084,HR,In Maintenance,Williams-Howe,Robert Rivas,Medium,2,8,2.7643835616438355,2.0,14.0,0.3453114305270362,0.25,0.35,0.4,0.8,0.3940622861054072,Low Risk,0,0.05
462,Server,2018-12-12,2021-12-11,13530,Risk,In Maintenance,Cummings-Anderson,Nicholas Green,Low,1,1,7.186301369863013,2.0,12.0,0.8976728268309376,0.25,0.3,0.2,0.1,0.35953456536618755,Low Risk,0,0.01
463,Storage,2025-10-25,2028-10-24,9131,Risk,Retired,White Ltd,Julia Golden,Low,5,5,0.31232876712328766,3.0,14.0,0.03901437371663244,0.375,0.35,1.0,0.5,0.41530287474332644,Medium Risk,0,0.02
464,Server,2022-06-28,2025-06-27,6771,Operations,Active,"Freeman, Gordon and Murphy",Jason Nelson,Medium,3,6,3.6410958904109587,1.0,5.0,0.45482546201232027,0.125,0.125,0.6,0.6,0.333465092402464,Low Risk,0,0.0
465,Server,2023-05-12,2026-05-11,9278,Compliance,Retired,Reid-Gutierrez,Ricky Kim,Low,3,4,2.76986301369863,2.0,7.0,0.3459958932238193,0.25,0.175,0.6,0.4,0.32919917864476383,Low Risk,0,0.0
466,Desktop,2019-08-03,2022-08-02,1859,IT,Active,Williams Inc,Emma Taylor,Low,4,6,6.545205479452055,3.0,16.0,0.8175906913073238,0.375,0.4,0.8,0.6,0.5660181382614647,Medium Risk,1,0.96
467,Desktop,2025-05-20,2028-05-19,852,Compliance,In Maintenance,Sanchez-Horton,Jason Downs,Medium,3,7,0.7452054794520548,2.0,14.0,0.09308692676249145,0.25,0.35,0.6,0.7,0.35861738535249826,Low Risk,0,0.03
468,Network Device,2019-01-05,2022-01-04,5180,Compliance,Active,Nguyen Ltd,James Aguilar,Low,5,4,7.120547945205479,0.0,0.0,0.8894592744695414,0.0,0.0,1.0,0.4,0.38789185489390826,Low Risk,0,0.0
469,Server,2022-03-08,2025-03-07,8643,Compliance,Retired,Hensley Ltd,Amy Johnson,Low,4,6,3.947945205479452,1.0,3.0,0.4931553730321697,0.125,0.075,0.8,0.6,0.3611310746064339,Low Risk,0,0.0
470,Storage,2020-07-20,2023-07-20,7918,IT,Retired,Kane-Bailey,Karen Hebert,Low,2,5,5.580821917808219,2.0,10.0,0.6971252566735112,0.25,0.25,0.4,0.5,0.39942505133470224,Low Risk,0,0.02
471,Laptop,2018-07-17,2021-07-16,1964,IT,Retired,Tucker-Williams,Elizabeth Obrien,Medium,5,3,7.5917808219178085,2.0,6.0,0.9483230663928816,0.25,0.15,1.0,0.3,0.4896646132785763,Medium Risk,1,0.15
472,Server,2022-08-19,2025-08-18,6463,IT,In Maintenance,"Campbell, Curry and Smith",Ronald Stone,High,3,7,3.4986301369863013,1.0,2.0,0.43702943189596166,0.125,0.05,0.6,0.7,0.3299058863791923,Low Risk,0,0.0
473,Server,2021-03-31,2024-03-30,11089,HR,Retired,"Cook, Brown and Williams",Bob Reynolds,Medium,4,2,4.884931506849315,0.0,0.0,0.6101984941820671,0.0,0.0,0.8,0.2,0.27203969883641343,Low Risk,0,0.0
474,Network Device,2022-03-05,2025-03-04,2439,Compliance,Retired,"Diaz, Nelson and Boone",Jane Sanchez,Low,5,2,3.956164383561644,5.0,28.0,0.4941820670773443,0.625,0.7,1.0,0.2,0.606336413415469,Medium Risk,1,0.82
475,Network Device,2023-09-08,2026-09-07,3593,Risk,Active,Yates-White,Brandon Guzman,Low,4,9,2.4438356164383563,2.0,16.0,0.3052703627652293,0.25,0.4,0.8,0.9,0.4710540725530459,Medium Risk,0,0.19
476,Server,2023-01-29,2026-01-28,11768,Finance,Active,Golden-Foley,Jennifer James,High,2,6,3.052054794520548,1.0,4.0,0.3812457221081451,0.125,0.1,0.4,0.6,0.283749144421629,Low Risk,0,0.0
477,Network Device,2019-03-17,2022-03-16,6664,Operations,Active,"Hernandez, Hansen and Lopez",Brandon Welch,Medium,2,2,6.926027397260274,2.0,5.0,0.865160848733744,0.25,0.125,0.4,0.2,0.3630321697467488,Low Risk,0,0.0
478,Network Device,2019-09-02,2022-09-01,4724,Compliance,Active,Schultz Inc,Alicia Bailey,Medium,1,1,6.463013698630137,0.0,0.0,0.8073237508555784,0.0,0.0,0.2,0.1,0.2064647501711157,Low Risk,0,0.0
479,Network Device,2025-11-15,2028-11-14,4240,IT,Active,"Diaz, Perry and Swanson",Kaylee Pearson,Low,2,8,0.2547945205479452,2.0,11.0,0.03182751540041068,0.25,0.275,0.4,0.8,0.31636550308008216,Low Risk,0,0.0
480,Laptop,2022-02-14,2025-02-13,1265,Risk,In Maintenance,"Gates, Francis and Jones",Courtney Johns,Low,4,7,4.008219178082192,1.0,1.0,0.500684462696783,0.125,0.025,0.8,0.7,0.3676368925393566,Low Risk,0,0.0
481,Network Device,2019-08-02,2022-08-01,5910,Operations,Active,Gutierrez and Sons,Megan Smith,High,5,4,6.5479452054794525,3.0,16.0,0.8179329226557153,0.375,0.4,1.0,0.4,0.5660865845311431,Medium Risk,1,0.91
482,Server,2021-06-10,2024-06-09,5230,HR,Retired,"Lee, Hayes and Black",Lori Cooper,High,1,1,4.69041095890411,4.0,11.0,0.5859000684462697,0.5,0.275,0.2,0.1,0.3671800136892539,Low Risk,0,0.04
483,Desktop,2021-10-30,2024-10-29,1263,Compliance,In Maintenance,Snyder-Brown,Ashley Perry,Medium,2,2,4.301369863013699,2.0,11.0,0.5373032169746749,0.25,0.275,0.4,0.2,0.32746064339493497,Low Risk,0,0.0
484,Network Device,2020-07-22,2023-07-22,6123,Risk,In Maintenance,Murphy PLC,Francisco Green,High,1,1,5.575342465753424,0.0,0.0,0.6964407939767282,0.0,0.0,0.2,0.1,0.18428815879534566,Low Risk,0,0.0
485,Server,2024-06-24,2027-06-24,9764,Operations,Retired,Oneill Ltd,Tiffany Nichols,Low,5,9,1.6493150684931508,2.0,9.0,0.20602327173169063,0.25,0.225,1.0,0.9,0.44620465434633816,Medium Risk,0,0.1
486,Server,2024-07-13,2027-07-13,12105,Compliance,Active,"Henderson, Roberson and Peterson",Dr. Veronica Branch,Medium,4,6,1.5972602739726027,2.0,11.0,0.1995208761122519,0.25,0.275,0.8,0.6,0.37990417522245035,Low Risk,0,0.03
487,Desktop,2018-11-23,2021-11-22,1137,Operations,Active,Smith-Williams,Angela Newman,High,2,3,7.238356164383561,3.0,11.0,0.9041752224503764,0.375,0.275,0.4,0.3,0.4533350444900753,Medium Risk,0,0.1
488,Desktop,2022-07-26,2025-07-25,844,Risk,Retired,"Wilkinson, Moore and Jones",Kimberly Macdonald,High,1,6,3.5643835616438357,5.0,17.0,0.445242984257358,0.625,0.425,0.2,0.6,0.48154859685147156,Medium Risk,0,0.26
489,Laptop,2022-03-08,2025-03-07,1768,Compliance,In Maintenance,Wolf-Rios,Hannah Madden,Low,5,1,3.947945205479452,2.0,7.0,0.4931553730321697,0.25,0.175,1.0,0.1,0.37363107460643397,Low Risk,0,0.01
490,Storage,2021-07-08,2024-07-07,3785,Compliance,Active,"Gray, Cohen and Ortiz",Kimberly Wilson,Low,1,1,4.6136986301369864,3.0,12.0,0.5763175906913073,0.375,0.3,0.2,0.1,0.33276351813826144,Low Risk,0,0.0
491,Laptop,2023-06-12,2026-06-11,1853,Operations,In Maintenance,Humphrey-Marshall,Angela Owens,High,5,5,2.684931506849315,3.0,14.0,0.3353867214236824,0.375,0.35,1.0,0.5,0.47457734428473647,Medium Risk,0,0.29
492,Network Device,2023-10-16,2026-10-15,7749,IT,Active,Wheeler-Jones,Heather Davis,Low,1,5,2.33972602739726,2.0,5.0,0.2922655715263518,0.25,0.125,0.2,0.5,0.26345311430527035,Low Risk,0,0.0
493,Network Device,2022-06-05,2025-06-04,7420,Finance,Retired,Andrews and Sons,Christina Houston,Low,3,10,3.7041095890410958,5.0,19.0,0.4626967830253251,0.625,0.475,0.6,1.0,0.615039356605065,Medium Risk,1,0.98
494,Storage,2020-10-14,2023-10-14,5247,Operations,Active,Hensley PLC,Logan Williams,Low,5,2,5.345205479452055,2.0,11.0,0.6676933607118412,0.25,0.275,1.0,0.2,0.4435386721423682,Medium Risk,0,0.03
495,Server,2022-02-02,2025-02-01,6867,Finance,In Maintenance,"Brown, Bush and Henry",Nathan Price,High,5,4,4.041095890410959,5.0,26.0,0.5047912388774811,0.625,0.65,1.0,0.4,0.6284582477754963,Medium Risk,1,0.94
496,Server,2023-08-26,2026-08-25,13571,IT,In Maintenance,Rivera-Reed,Christopher Williams,Low,4,5,2.4794520547945207,0.0,0.0,0.30971937029431895,0.0,0.0,0.8,0.5,0.25694387405886376,Low Risk,0,0.0
497,Desktop,2024-05-27,2027-05-27,880,Risk,In Maintenance,"Sims, Blake and Morales",Bonnie Walker,High,4,6,1.726027397260274,1.0,3.0,0.21560574948665298,0.125,0.075,0.8,0.6,0.3056211498973306,Low Risk,0,0.0
498,Desktop,2019-06-15,2022-06-14,805,Finance,Retired,"Evans, Turner and Long",Patricia Thomas,High,1,10,6.67945205479452,1.0,7.0,0.8343600273785078,0.125,0.175,0.2,1.0,0.41937200547570164,Medium Risk,0,0.19
499,Network Device,2020-11-07,2023-11-07,3221,Finance,Retired,Bond LLC,Donald Chavez,High,1,5,5.279452054794521,2.0,14.0,0.659479808350445,0.25,0.35,0.2,0.5,0.38189596167008905,Low Risk,0,0.03
500,Desktop,2022-10-27,2025-10-26,1735,HR,In Maintenance,"Campbell, Rodgers and Mitchell",Laurie Lambert,Medium,1,2,3.3095890410958906,1.0,1.0,0.4134154688569473,0.125,0.025,0.2,0.2,0.18518309377138947,Low Risk,0,0.0
